node_id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32
0,-0.32239019870758057,-0.1814955174922943,-0.33070966601371765,-0.3034064769744873,-0.015148013830184937,-0.0021002974826842546,0.00653334753587842,-0.00514073995873332,0.025700844824314117,-0.0038949456065893173,-0.16672329604625702,0.11318778246641159,-0.06968504190444946,-0.08613546192646027,0.13571958243846893,-0.09679845720529556,-0.07458565384149551,-0.25002437829971313,-0.08703387528657913,0.023090733215212822,0.058216359466314316,-0.062220506370067596,-0.02259625867009163,-0.025883182883262634,-0.1551520675420761,-0.04504686966538429,0.15396569669246674,-0.04783538356423378,-0.08542678505182266,0.034559041261672974,-0.07592519372701645,0.2557196021080017
1,0.830489993095398,-0.5018988251686096,-0.48440980911254883,-0.6831071376800537,-0.0046170735731720924,-0.048511654138565063,0.0476594902575016,-0.04698578268289566,0.10878924280405045,-0.7572755217552185,-0.1892414540052414,0.07318951934576035,0.2046477198600769,-0.2837955057621002,0.36565345525741577,-1.2838882207870483,-1.078971266746521,0.27233800292015076,-0.6433221697807312,-0.276760071516037,0.3601146936416626,-1.0088295936584473,-0.8418801426887512,0.8582425117492676,0.08684837818145752,-1.6495909690856934,-0.9835659861564636,-0.3996775448322296,0.565319299697876,-0.623931348323822,-0.5894567966461182,-0.290947824716568
2,-0.08514132350683212,-0.4108116030693054,-0.3976520299911499,-0.39432671666145325,-0.017294859513640404,-0.012704060412943363,0.007925949059426785,-0.016079768538475037,0.054967716336250305,-0.024643873795866966,-0.3868788182735443,0.25771600008010864,-0.005971225909888744,-0.0643385723233223,0.34966880083084106,-0.3120986223220825,0.01246629562228918,-0.3938692510128021,-0.1667882651090622,0.09673871845006943,0.14224478602409363,-0.08022347837686539,0.008939736522734165,-0.004175888374447823,-0.3957105278968811,-0.07008901238441467,0.38049954175949097,-0.1782410740852356,-0.15576179325580597,0.09225036203861237,-0.1325870156288147,0.8006919026374817
3,1.8432079553604126,0.8630560636520386,-0.5023199319839478,-0.7228094339370728,-0.367911159992218,0.2763855755329132,0.11487388610839844,-0.05485101416707039,-1.2749536037445068,-2.050152540206909,-2.930901527404785,-2.585036039352417,-0.0569588840007782,-0.32677820324897766,2.0190622806549072,0.8163976073265076,1.3537499904632568,-0.854708731174469,-0.29851698875427246,-0.3327832818031311,0.06604142487049103,-1.3990421295166016,0.7664192914962769,-0.4503205120563507,3.430807113647461,0.5212501287460327,-0.14420320093631744,-1.2461282014846802,-0.31325700879096985,-0.5993672013282776,2.544825792312622,1.1105377674102783
4,4.934970855712891,3.660254955291748,0.35410502552986145,-1.9708844423294067,-0.23369191586971283,-0.006341331172734499,-0.08545069396495819,0.3063841462135315,0.8929397463798523,-0.0386735238134861,-3.004037857055664,-2.253119707107544,0.39964476227760315,-0.5963733196258545,0.07648175954818726,-1.753987431526184,-0.6883663535118103,-2.4540319442749023,2.788855791091919,0.6499227285385132,-0.7773405313491821,0.7706119418144226,2.932706594467163,-2.559251070022583,2.4720335006713867,-0.30829906463623047,-0.8437312841415405,-1.7003446817398071,-1.209658145904541,1.4638391733169556,1.976452350616455,4.024526596069336
5,0.8723212480545044,-0.4809243381023407,-0.609255850315094,-0.6116671562194824,-0.05860305577516556,-0.06009141728281975,-0.14502766728401184,0.12312022596597672,0.38209977746009827,-0.6589029431343079,-0.0662526786327362,0.07824798673391342,0.03356568142771721,-0.11536359786987305,0.8592408299446106,-0.9672350883483887,0.009688175283372402,-0.8417017459869385,0.08447249978780746,-0.294558584690094,0.10981322824954987,-1.1724575757980347,0.37326082587242126,0.09005706757307053,0.6618092060089111,-0.1402290314435959,-0.18269219994544983,0.061785485595464706,-0.9334143400192261,1.6868005990982056,0.8980227112770081,-0.07711406797170639
6,-0.444490522146225,-0.06367338448762894,-0.2959248721599579,-0.25589895248413086,-0.015493503771722317,0.002321793930605054,0.005317043047398329,-5.820207661599852e-05,0.011383268982172012,0.006097300443798304,-0.05168858915567398,0.03725644573569298,-0.10280832648277283,-0.09844948351383209,0.030241956934332848,0.01022400800138712,-0.11905563622713089,-0.17908625304698944,-0.04319901391863823,-0.01590290293097496,0.013013400137424469,-0.05662856251001358,-0.03606560081243515,-0.03446880355477333,-0.032596930861473083,-0.031405821442604065,0.03581499308347702,0.01725757122039795,-0.052445366978645325,0.0132758729159832,-0.04122213274240494,-0.026385772973299026
7,0.24273735284805298,-0.692976176738739,-0.5586614608764648,-0.4941069185733795,0.017921118065714836,-0.08811168372631073,0.003558588679879904,-0.029538819566369057,0.3371754586696625,-0.06760503351688385,-0.052916232496500015,0.0890188068151474,-0.15609726309776306,-0.14963854849338531,0.75516277551651,-0.2962178587913513,-0.04321308806538582,-0.4181317985057831,-0.14253085851669312,-0.07166896760463715,0.0011748652905225754,-0.16954940557479858,0.09934189170598984,0.12622617185115814,1.2270987033843994,-0.1913619041442871,0.15667712688446045,0.6991316676139832,0.6353128552436829,-0.014538268558681011,1.5254712104797363,-0.319851279258728
8,0.8180719017982483,-1.220499873161316,-0.8178126811981201,-0.6335625052452087,-0.13773179054260254,-0.055199410766363144,-0.09963827580213547,0.033074866980314255,0.9208838939666748,-0.7179146409034729,0.4062553346157074,-0.34303173422813416,0.04501783102750778,-0.22225022315979004,1.6983790397644043,-1.0582971572875977,0.08018999546766281,-0.5652689337730408,0.5605409741401672,-0.4248485565185547,-0.2815491259098053,-0.8765009045600891,0.17472673952579498,0.17332977056503296,1.0350412130355835,-0.06918301433324814,-0.07660297304391861,1.1105332374572754,0.1636260449886322,0.5657739043235779,2.1137654781341553,0.17437463998794556
9,2.8949854373931885,1.5656598806381226,-3.72072434425354,2.353569984436035,-0.7767987251281738,0.8158681392669678,2.481494665145874,-2.4811477661132812,-1.6475446224212646,-2.2666985988616943,-2.0965728759765625,-2.057832956314087,-0.13286495208740234,-0.6625776886940002,4.961826324462891,0.4027973413467407,-3.4152963161468506,5.334327697753906,-1.1389291286468506,-1.2896500825881958,1.9842108488082886,0.6629601120948792,-5.399053573608398,5.316221714019775,1.640129566192627,4.62352991104126,4.783796787261963,-0.44417864084243774,0.323532372713089,-3.400084972381592,1.7715166807174683,-2.3494699001312256
