node_id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32
0,-0.22897571325302124,0.161590114235878,-0.15525425970554352,-0.34158214926719666,-0.07110196352005005,-0.019491149112582207,-0.03917206451296806,-0.11019400507211685,-0.019586682319641113,-0.15901166200637817,-0.231551393866539,0.04199031740427017,-0.06505146622657776,-0.1084807813167572,0.1011158898472786,-0.21904075145721436,-0.6516761779785156,0.07921823114156723,-0.04311329498887062,-0.07444118708372116,-0.06142676621675491,-0.16693457961082458,0.37122607231140137,-0.19534850120544434,-0.34981730580329895,0.11395727843046188,-0.1981019526720047,-0.31692013144493103,-0.012611827813088894,-0.1755322813987732,-0.4281795620918274,-0.03177683800458908
1,0.14569136500358582,0.8862130641937256,-0.04917439445853233,-0.4424809515476227,-0.0906476229429245,0.02152801863849163,-0.12993766367435455,-0.11403325945138931,-0.26414743065834045,0.09948915243148804,-0.362210750579834,0.10738925635814667,0.1404801905155182,-0.10528288781642914,-0.1912485510110855,0.0470302551984787,-1.620324969291687,0.30709657073020935,0.5228267908096313,-0.13524340093135834,-0.6658623218536377,0.03776836395263672,1.4467402696609497,-0.6626836061477661,-0.44810083508491516,0.24125918745994568,-0.7536512613296509,-0.9136837720870972,-0.174698606133461,-0.9045499563217163,-1.7252604961395264,-0.3915572464466095
2,-0.2424112856388092,0.13560518622398376,-0.16021983325481415,-0.3368588089942932,-0.07037705928087234,-0.021011564880609512,-0.03481658175587654,-0.10999850928783417,-0.02734016627073288,-0.15080833435058594,-0.2030431628227234,0.02824641577899456,-0.06631379574537277,-0.10829844325780869,0.07034362852573395,-0.1895453929901123,-0.5509012937545776,0.05767807364463806,-0.035457793623209,-0.06883233785629272,-0.06310804933309555,-0.15107639133930206,0.306006520986557,-0.16611427068710327,-0.29364013671875,0.08631491661071777,-0.17075935006141663,-0.2676286995410919,0.0009464016184210777,-0.13376809656620026,-0.3590317368507385,-0.01692705973982811
3,0.2708112597465515,1.127997636795044,-0.016058100387454033,-0.4740322530269623,-0.09119226783514023,0.022604670375585556,-0.11184509843587875,-0.11376315355300903,-0.8581804037094116,0.7273027300834656,0.48360317945480347,-0.30316874384880066,-0.3877570331096649,-0.11004690825939178,1.805612325668335,-1.8123725652694702,3.006964683532715,-0.5814105272293091,-0.5818009376525879,-0.027580490335822105,1.5335890054702759,-0.9851908087730408,0.4045984745025635,-0.22603031992912292,-1.4035084247589111,0.5533890724182129,0.5070115327835083,-0.514943540096283,1.8317580223083496,-1.9634779691696167,0.5105985403060913,0.43164515495300293
4,0.4942052662372589,1.560254454612732,-0.1572822630405426,-0.33966073393821716,-0.169121652841568,0.1862882375717163,0.6240350604057312,-0.0805189311504364,-0.4873969256877899,0.33456993103027344,0.2301376610994339,-0.17966900765895844,-0.0883590579032898,-0.0979827344417572,1.1534099578857422,-1.2276326417922974,-2.4684062004089355,0.2948908805847168,1.1313683986663818,0.04879235848784447,-1.7034610509872437,0.9057831764221191,0.6082764267921448,-0.6187776923179626,0.38993358612060547,-0.2648807466030121,0.7175130248069763,0.6616091132164001,-0.052092522382736206,0.19711826741695404,-1.7181737422943115,-1.1685845851898193
5,0.8073838353157043,2.165956735610962,0.07117818295955658,-0.5569664835929871,-0.08711240440607071,0.014105311594903469,0.5904631018638611,-0.08239029347896576,-1.3908703327178955,1.289146065711975,1.4409584999084473,-0.7613266706466675,-0.19216854870319366,-0.11027132719755173,2.4006779193878174,-2.390744924545288,3.3449606895446777,-0.6876223087310791,0.6799407601356506,0.11120649427175522,0.17288464307785034,-0.09074592590332031,0.537822425365448,-0.7047249674797058,-1.7214765548706055,0.7920717597007751,2.06131649017334,0.7381694316864014,1.8842302560806274,-1.3715850114822388,-1.410649061203003,-1.0493011474609375
6,-0.30926433205604553,0.006308652460575104,-0.18495264649391174,-0.31333237886428833,-0.0667097195982933,-0.0287032313644886,-0.012800659984350204,-0.10901001840829849,-0.0666571855545044,-0.1092202439904213,-0.05965174362063408,-0.04086097329854965,-0.07284703850746155,-0.10738814622163773,-0.08223211765289307,-0.04336218908429146,-0.0543486587703228,-0.048614583909511566,0.005181470885872841,-0.04078688472509384,-0.07489084452390671,-0.07034413516521454,-0.01648763008415699,-0.021908514201641083,-0.018337242305278778,-0.04809251055121422,-0.031235642731189728,-0.01955419033765793,0.0674130991101265,0.07473490387201309,-0.0205041766166687,0.053219348192214966
7,0.15739990770816803,0.9088598489761353,-0.14436635375022888,-0.3519419729709625,-0.1273190826177597,0.09849581867456436,-0.20388029515743256,-0.1171346977353096,-0.3993432819843292,0.24228230118751526,0.38664278388023376,-0.25539425015449524,0.02288852259516716,-0.1012173667550087,0.613202691078186,-0.7063353657722473,2.1479597091674805,-0.4340992569923401,-0.6760944128036499,0.00826885737478733,0.042821433395147324,-0.22537197172641754,-0.9129848480224609,0.48050010204315186,2.494309425354004,-1.4744564294815063,-1.3847322463989258,-0.37867066264152527,-2.4607737064361572,2.3320817947387695,-1.1284929513931274,-0.788169801235199
8,0.935473620891571,2.413689613342285,-0.015304158441722393,-0.47470852732658386,-0.16081148386001587,0.16886581480503082,0.5602443218231201,-0.0828174352645874,-1.4001010656356812,1.2987202405929565,1.7590214014053345,-0.9134793877601624,0.23399987816810608,-0.08632708340883255,0.7388440370559692,-0.8418030142784119,1.1023659706115723,-0.26054447889328003,1.6643211841583252,0.11184370517730713,-2.86926531791687,1.3387593030929565,0.4541473984718323,-0.5630892515182495,1.62772798538208,-0.9069384932518005,-1.2339750528335571,-0.21678809821605682,-3.7473256587982178,3.0108346939086914,-4.245177745819092,-2.5667545795440674
9,1.0662473440170288,2.6666083335876465,-4.503749847412109,3.794668436050415,2.147900104522705,-4.675872325897217,-0.37621501088142395,-0.12703539431095123,-0.6391596794128418,0.49317219853401184,0.09691734611988068,-0.11197603493928909,11.956274032592773,-0.21104463934898376,-0.9377859830856323,0.7432423233985901,3.642726182937622,-0.9376165270805359,-9.846738815307617,-0.3496755063533783,-4.890391826629639,5.772538185119629,-16.727230072021484,5.913384437561035,9.375712394714355,-4.476317405700684,-2.990522861480713,-1.0945672988891602,-10.637285232543945,11.162812232971191,8.042423248291016,5.353121280670166
10,0.08520960062742233,0.769240140914917,-0.1570599377155304,-0.33986833691596985,-0.12408847361803055,0.09171565622091293,-0.15687653422355652,-0.11509130895137787,-0.4299585819244385,0.2748189866542816,0.4452036917209625,-0.28421828150749207,-0.023985592648386955,-0.100594162940979,0.4752437472343445,-0.571377158164978,1.888909935951233,-0.3897761404514313,-0.4829304814338684,0.004207414109259844,-0.09478531032800674,-0.15586252510547638,-0.7142577171325684,0.3814590871334076,2.0825352668762207,-1.2508649826049805,-1.2838841676712036,-0.3764873445034027,-2.1271684169769287,2.0157222747802734,-0.9442842602729797,-0.6310535073280334
11,0.16064736247062683,0.9151401519775391,-0.1671006828546524,-0.33032113313674927,-0.14977781474590302,0.1456286609172821,-0.14230866730213165,-0.1143551766872406,-0.6968120336532593,0.5572526454925537,0.8486149311065674,-0.4798736870288849,-0.09183872491121292,-0.09550745040178299,0.5093178749084473,-0.594979465007782,2.4516799449920654,-0.49085620045661926,-0.36380085349082947,0.021267587319016457,-0.38738882541656494,-0.061964888125658035,-0.7010621428489685,0.4060707688331604,2.424720287322998,-1.4711145162582397,-1.7820701599121094,-0.5719176530838013,-2.6847293376922607,2.4647438526153564,-1.093793272972107,-0.6991221904754639
12,0.05316475033760071,0.707263708114624,-0.1712028682231903,-0.32641732692718506,-0.13080060482025146,0.10580185055732727,-0.11276135593652725,-0.11313594877719879,-0.552651047706604,0.4047853946685791,0.6408168077468872,-0.37943926453590393,-0.08744712173938751,-0.09822271019220352,0.37381264567375183,-0.4685998558998108,1.880547046661377,-0.3900942802429199,-0.2800018787384033,0.007083428557962179,-0.315189003944397,-0.06420958042144775,-0.5454117059707642,0.3086961805820465,1.8675832748413086,-1.1467219591140747,-1.3825218677520752,-0.4460328221321106,-2.055365562438965,1.9185289144515991,-0.8468217253684998,-0.5262207388877869
13,0.12184691429138184,0.8400977849960327,-0.15160134434700012,-0.34506160020828247,-0.1345154345035553,0.11358048766851425,-0.12662644684314728,-0.11368494480848312,-0.7102227807044983,0.5712532997131348,0.5763502717018127,-0.34834402799606323,-0.1284976601600647,-0.09989021718502045,0.10973147302865982,-0.21695812046527863,2.1328752040863037,-0.425555557012558,-0.27995723485946655,0.005932711064815521,-0.3553584814071655,-0.06565692275762558,-0.6121548414230347,0.36888694763183594,2.1286213397979736,-1.2357451915740967,-1.4153234958648682,-0.30290600657463074,-2.1576786041259766,2.130291223526001,-1.23831045627594,-0.6303771734237671
14,0.6907510161399841,1.9403843879699707,-0.011254272423684597,-0.4785594940185547,-0.1675688624382019,0.18291500210762024,-0.22323699295520782,-0.11833766847848892,-1.652458906173706,1.5672321319580078,1.7328487634658813,-0.9047533869743347,-0.5165731310844421,-0.10059589147567749,1.8294315338134766,-1.829683542251587,6.844195365905762,-1.2773553133010864,-1.055654764175415,0.07244383543729782,1.6708049774169922,-1.100536823272705,-0.7984818816184998,0.44854098558425903,1.2227647304534912,-0.8871071338653564,-0.7157083749771118,-0.48779529333114624,-0.5468957424163818,0.5813091993331909,-0.5166777968406677,-0.388098806142807
